what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1363593373295
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1363593373296
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1363593373296
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1363593373296
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1363593373296
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1363593373297
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1363593373297
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1363593373297
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1363593373297
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1363593373320
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1363593373320
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1363593373358
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1363593373385
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1363593373387
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1363593373389
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1363593373389
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1363593373390
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1363593373391
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1363593373393
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1363593373395
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1363593373396
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1363593373397
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1363593373399
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1363593373399
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1363593373400
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1363593373401
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1363593373469
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1363593373469
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1363593373491
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1363593373493
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1363593373495
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1363593373496
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1363593373497
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1363593373518
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1363593373520
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1363593373523
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1363593373524
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1363593373524
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1363593373526
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1363593373529
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1363593373530
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1363593373532
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1363593373533
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1363593373535
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1363593373536
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1363593373539
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1363593373540
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1363593373591
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1363593373592
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1363593373593
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1363593373598
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1363593373600
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1363593373602
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1363593373604
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1363593373605
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1363593373605
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1363593373607
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1363593373609
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1363593373611
started,bundle,org.lejos.nxt.ldt,0.9.0.201202141552,"org.lejos.nxt.ldt",1363593373611
os,sysinfo,,,"win32",1363593373619
arch,sysinfo,,,"x86",1363593373619
ws,sysinfo,,,"win32",1363593373619
locale,sysinfo,,,"de_DE",1363593373619
processors,sysinfo,,,"4",1363593373619
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1363593373619
java.runtime.version,sysinfo,,,"1.7.0_09-b05",1363593373619
java.specification.name,sysinfo,,,"Java Platform API Specification",1363593373619
java.specification.vendor,sysinfo,,,"Oracle Corporation",1363593373619
java.specification.version,sysinfo,,,"1.7",1363593373619
java.vendor,sysinfo,,,"Oracle Corporation",1363593373619
java.version,sysinfo,,,"1.7.0_09",1363593373619
java.vm.info,sysinfo,,,"mixed mode, sharing",1363593373619
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1363593373619
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1363593373619
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1363593373619
java.vm.specification.version,sysinfo,,,"1.7",1363593373619
java.vm.vendor,sysinfo,,,"Oracle Corporation",1363593373619
java.vm.version,sysinfo,,,"23.5-b02",1363593373619
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363593374825
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1363593374874
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1363593374985
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1363593375234
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593379732
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593379785
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593383291
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593383309
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363593384867
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593385059
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593385087
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593387610
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363593387610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363593409717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363593411996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363593412326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363597709676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363597762992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598135048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598135697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598138461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598140344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598141034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598148418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598149239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598798177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598819148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598837116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598839009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598847454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363598863407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599123346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599128325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599141764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599147176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599155428
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599217131
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599217189
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599220716
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599222439
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363599224015
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599224237
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599224259
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599477787
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363599486311
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599486499
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363599486524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599660503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599993899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363599995225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600057709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600059118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600193129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600193705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600195310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600265089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600797951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600798895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600800528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363600869756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363601182296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363601200034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363601687496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363601705809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602212912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602215317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602288398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602289357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602290257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602308577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602390575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602393777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602443228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602448152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602454864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602458045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602551641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602566208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602697907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602710122
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602782787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602785574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602841019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602847627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602934869
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363602942980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604065802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604067221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604068902
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1363604078840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1363604079505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604080770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604106765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604107240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604136081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604138910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363604141853
